"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         370,      -11.94809222,      -11.90207918,      -11.69037335,       -12.4274512,      -11.37959561
          0,           0,         371,       -11.9655641,      -11.92374649,      -11.69071205,      -12.55593532,      -11.39633877
          0,           0,         372,      -11.96935436,      -11.92907764,      -11.69084012,      -12.53826819,      -11.40015256
          0,           0,         373,      -11.97045813,      -11.93104444,      -11.69076943,      -12.61187281,       -11.4013185
          0,           0,         374,      -11.97580365,      -11.93737908,      -11.69082176,      -12.61475141,      -11.40660568
          0,           0,         375,       -11.9775118,      -11.93963769,      -11.69078044,      -12.59244484,      -11.40846678
          0,           0,         376,      -11.97573818,      -11.93714078,      -11.69079383,      -12.54454261,       -11.4066885
          0,           0,         377,      -11.96382493,      -11.92049647,      -11.69034226,      -12.39146826,      -11.39459371
          0,           0,         378,      -11.96716368,      -11.92635142,      -11.69082419,      -12.56081726,      -11.39833005
          0,           0,         379,       -11.9746716,      -11.93598496,      -11.69107386,      -12.65367941,      -11.40552624
          0,           0,         380,      -11.97629275,       -11.9383508,      -11.69114481,      -12.64135151,      -11.40717467
          0,           0,         381,       -11.9700991,      -11.92999952,      -11.69103439,      -12.49802175,      -11.40086929
          0,           0,         382,      -11.97266935,       -11.9323968,      -11.69088069,      -12.45189899,      -11.40350414
          0,           0,         383,      -11.96632839,      -11.92614849,      -11.69110741,       -12.6179851,      -11.39739999
          0,           0,         384,        -11.974327,      -11.93569279,      -11.69118736,      -12.67163866,      -11.40517666
          0,           0,         385,      -11.97674941,      -11.93868393,      -11.69119948,       -12.6652285,      -11.40764801
          0,           0,         386,      -11.97336225,      -11.93420183,      -11.69123561,      -12.56329479,      -11.40416213
          0,           0,         387,      -11.95337315,       -11.9071231,      -11.68992019,      -12.31113692,      -11.38393839
          0,           0,         388,      -11.95813226,      -11.91497822,       -11.6907682,      -12.50145559,      -11.38945404
          0,           0,         389,      -11.97059537,      -11.93043081,      -11.69103872,      -12.61638053,        -11.401419
          0,           0,         390,      -11.97354979,      -11.93458983,      -11.69112018,       -12.6062026,       -11.4043869
          0,           0,         391,      -11.96267387,      -11.92050861,      -11.69071434,       -12.4199898,      -11.39331032
          0,           0,         392,      -11.96577315,      -11.92542262,        -11.691053,      -12.59657125,      -11.39682813
          0,           0,         393,      -11.97451176,      -11.93612037,      -11.69119322,      -12.67710945,      -11.40531457
          0,           0,         394,      -11.97633071,      -11.93845539,      -11.69123498,       -12.6548811,      -11.40718943
          0,           0,         395,      -11.96964877,      -11.92925601,       -11.6910684,      -12.50283124,      -11.40039526
          0,           0,         396,      -11.93913739,      -11.88972725,      -11.68892292,      -12.22204672,      -11.36952988
          0,           0,         397,      -11.94563292,      -11.89910017,      -11.69023212,      -12.41211198,      -11.37716772
          0,           0,         398,      -11.96115928,      -11.91811132,      -11.69050003,      -12.53027008,      -11.39197367
          0,           0,         399,      -11.97032696,      -11.92956884,      -11.69063705,      -12.56418759,      -11.40122098
          0,           0,         400,      -11.97040142,      -11.92999705,       -11.6909118,      -12.52719901,      -11.40117389
          0,           0,         401,        -11.972177,      -11.93317966,      -11.69089562,      -12.61832965,      -11.40302554
          0,           0,         402,      -11.97703245,      -11.93935873,      -11.69089999,      -12.62272632,      -11.40791299
          0,           0,         403,      -11.97831617,      -11.94103037,      -11.69078979,      -12.60000019,      -11.40930653
          0,           0,         404,      -11.97596599,      -11.93756537,      -11.69075938,      -12.54500454,      -11.40688805
          0,           0,         405,      -11.97740614,      -11.93909234,      -11.69079706,      -12.53282439,      -11.40832607
          0,           0,         406,      -11.96393871,      -11.92127764,      -11.69030652,       -12.3863239,      -11.39459288
          0,           0,         407,      -11.96446498,      -11.92339404,      -11.69083058,      -12.55352616,       -11.3956317
          0,           0,         408,      -11.97317077,      -11.93417674,      -11.69110076,      -12.64341386,      -11.40405508
          0,           0,         409,      -11.97547141,      -11.93723966,      -11.69118418,      -12.63605886,      -11.40639291
          0,           0,         410,      -11.96877401,      -11.92826465,      -11.69101715,      -12.48761247,      -11.39952649
          0,           0,         411,      -11.97171981,      -11.93081251,       -11.6907477,      -12.43588538,      -11.40253275
          0,           0,         412,      -11.96462177,      -11.92407706,      -11.69104124,      -12.60277805,      -11.39570848
          0,           0,         413,      -11.97372289,      -11.93488284,      -11.69113986,      -12.65927715,      -11.40454678
          0,           0,         414,      -11.97632311,      -11.93807871,       -11.6911894,      -12.65811154,      -11.40721345
          0,           0,         415,      -11.97261069,      -11.93310073,      -11.69121393,      -12.55252401,      -11.40340414
          0,           0,         416,      -11.95151979,      -11.90484345,      -11.68983825,       -12.2976063,      -11.38208585
          0,           0,         417,       -11.9564435,      -11.91284615,      -11.69068598,      -12.48914724,      -11.38779778
          0,           0,         418,      -11.96983614,      -11.92949743,      -11.69098613,      -12.60528228,      -11.40063348
          0,           0,         419,       -11.9727555,       -11.9335672,      -11.69108788,       -12.5919754,      -11.40357545
          0,           0,         420,      -11.96168089,      -11.91893911,      -11.69061963,      -12.40504478,      -11.39232775
          0,           0,         421,      -11.96453032,       -11.9237362,       -11.6910071,      -12.58574528,      -11.39558364
          0,           0,         422,      -11.97398402,      -11.93534575,      -11.69114488,      -12.66665451,      -11.40477442
          0,           0,         423,      -11.97604199,      -11.93799129,      -11.69121553,      -12.64204256,       -11.4068817
          0,           0,         424,      -11.95987996,      -11.91727563,      -11.70328779,      -12.48034206,      -11.38902019
          0,           0,         425,      -11.96152075,      -11.92221229,      -11.69044268,       -12.6151871,      -11.39231584
          0,           0,         426,      -11.97286951,      -11.93601252,      -11.68962317,      -12.66722103,      -11.40404684
          0,           0,         427,       -11.9766943,      -11.94023917,      -11.69029539,      -12.64736909,      -11.40788333
          0,           0,         428,       -11.9729495,      -11.93458935,      -11.69068531,       -12.5358267,      -11.40391943
          0,           0,         429,      -11.94938576,      -11.90296176,      -11.68942367,      -12.28230437,      -11.37994921
          0,           0,         430,      -11.95499872,      -11.91135578,      -11.69052466,      -12.47134377,      -11.38638635
          0,           0,         431,      -11.96900228,      -11.92865832,      -11.69096016,      -12.59233256,       -11.3998225
          0,           0,         432,      -11.97195514,      -11.93274063,      -11.69108176,      -12.58376498,      -11.40280468
          0,           0,         433,      -11.96031276,      -11.91764876,      -11.69058037,      -12.39202443,      -11.39094602
          0,           0,         434,       -11.9632409,      -11.92233054,      -11.69099863,      -12.57547531,      -11.39428556
          0,           0,         435,      -11.97338083,      -11.93468313,      -11.69116208,      -12.66355707,      -11.40414906
          0,           0,         436,      -11.97547234,      -11.93736689,      -11.69120865,      -12.64051528,       -11.4063022
          0,           0,         437,       -11.9680781,      -11.92742554,      -11.69105466,      -12.47856544,      -11.39877621
          0,           0,         438,      -11.96990658,      -11.93063038,      -11.69118243,      -12.63573238,      -11.40090652
          0,           0,         439,      -11.97637047,      -11.93859825,       -11.6912168,      -12.69043193,      -11.40721346
          0,           0,         440,      -11.97772092,       -11.9403045,      -11.69116994,        -12.656213,      -11.40861332
          0,           0,         441,      -11.97312036,      -11.93390061,      -11.69113242,      -12.53362729,      -11.40392968
          0,           0,         442,      -11.97413972,       -11.9359155,      -11.69106817,      -12.65030368,      -11.40513249
          0,           0,         443,      -11.97813058,      -11.94089323,      -11.69103507,      -12.67133129,      -11.40902003
          0,           0,         444,      -11.97902424,         -11.94202,       -11.6909642,      -12.64331566,      -11.40995375
          0,           0,         445,       -11.9757981,       -11.9374844,      -11.69095321,      -12.56176766,       -11.4066585
          0,           0,         446,      -11.97679339,      -11.93928738,      -11.69091076,      -12.64255632,      -11.40777489
          0,           0,         447,      -11.97928434,      -11.94240908,      -11.69091869,      -12.65777469,       -11.4102107
          0,           0,         448,      -11.97979627,      -11.94305407,      -11.69088957,      -12.64175031,      -11.41074611
          0,           0,         449,       -11.9775697,      -11.93989385,      -11.69090924,      -12.58668414,      -11.40846577
          0,           0,         450,      -11.96678902,      -11.92514967,      -11.69041144,      -12.41921429,      -11.39753645
          0,           0,         451,      -11.97006473,      -11.92816176,      -11.68997815,      -12.36852885,      -11.40100129
          0,           0,         452,       -11.9685256,      -11.92659098,      -11.68958619,       -12.3499366,      -11.39953134
          0,           0,         453,      -11.96637428,      -11.92501131,      -11.68893577,      -12.32824692,      -11.39734796
          0,           0,         454,       -11.9552803,      -11.91291213,      -11.68917239,      -12.41718516,      -11.38650923
          0,           0,         455,      -11.96772182,       -11.9267744,       -11.6894093,      -12.45585997,      -11.39863308
          0,           0,         456,      -11.97208438,      -11.93221095,      -11.68989947,      -12.49487326,      -11.40293566
          0,           0,         457,      -11.96907878,      -11.92852766,      -11.69035543,      -12.46474466,      -11.39983702
          0,           0,         458,      -11.97117169,      -11.93245773,      -11.69069131,      -12.57168383,      -11.40215021
          0,           0,         459,      -11.97649084,       -11.9390857,      -11.69085263,      -12.61269355,      -11.40744615
          0,           0,         460,      -11.97793802,       -11.9408168,      -11.69088844,      -12.61055501,      -11.40893377
          0,           0,         461,      -11.97503909,       -11.9365326,      -11.69094487,      -12.54600275,      -11.40594113
          0,           0,         462,      -11.95880977,      -11.91452582,      -11.69020753,      -12.34909984,      -11.38944345
          0,           0,         463,       -11.9626259,      -11.92049751,      -11.69084976,      -12.53543843,      -11.39385517
          0,           0,         464,      -11.97262968,      -11.93319291,      -11.69116497,      -12.64758702,      -11.40347738
          0,           0,         465,      -11.97464003,       -11.9361304,       -11.6912297,      -12.63278878,      -11.40552476
          0,           0,         466,      -11.96623296,      -11.92485401,      -11.69087662,      -12.45261483,      -11.39696138
          0,           0,         467,      -11.93079929,      -11.87860983,      -11.68757887,      -12.16824833,      -11.36116357
          0,           0,         468,       -11.9373748,      -11.88862657,      -11.68933172,      -12.34155552,      -11.36911566
          0,           0,         469,      -11.95639083,      -11.91161492,      -11.68966155,       -12.4451944,      -11.38722913
          0,           0,         470,      -11.96736851,       -11.9254312,      -11.68994205,      -12.48896576,      -11.39824993
          0,           0,         471,      -11.96712459,      -11.92558297,      -11.69032055,      -12.46195938,      -11.39783007
          0,           0,         472,      -11.96937173,      -11.92964336,      -11.69054175,      -12.56451077,      -11.40020108
          0,           0,         473,      -11.97552436,      -11.93759754,      -11.69067326,      -12.58881026,      -11.40640159
          0,           0,         474,      -11.97722867,      -11.93986208,      -11.69068508,      -12.57538678,      -11.40823645
          0,           0,         475,      -11.97434612,      -11.93559078,      -11.69073057,      -12.51590575,      -11.40528959
          0,           0,         476,       -11.9576783,      -11.91243049,      -11.69003087,      -12.33554333,      -11.38833794
          0,           0,         477,      -11.96171119,      -11.91929598,      -11.69073076,      -12.52182527,       -11.3929456
          0,           0,         478,       -11.9719749,      -11.93234714,      -11.69107096,      -12.63393235,      -11.40279802
          0,           0,         479,      -11.97421037,       -11.9356598,      -11.69116795,      -12.61923614,        -11.405073
          0,           0,         480,      -11.96585707,      -11.92453689,      -11.69091033,      -12.44756666,      -11.39655889
          0,           0,         481,      -11.96810706,      -11.92825218,      -11.69115516,      -12.62052283,      -11.39914835
          0,           0,         482,       -11.9754416,      -11.93726146,      -11.69125888,       -12.6896312,      -11.40627618
          0,           0,         483,      -11.97708335,      -11.93936701,      -11.69123908,      -12.66146794,      -11.40796279
          0,           0,         484,      -11.97131219,      -11.93140501,      -11.69110872,      -12.51999596,      -11.40208115
          0,           0,         485,      -11.97412618,      -11.93434841,      -11.69097752,      -12.48014047,      -11.40495278
          0,           0,         486,      -11.94817252,      -11.90037021,      -11.68886243,      -12.24730485,      -11.37859849
          0,           0,         487,         -11.94754,       -11.9024335,       -11.6901284,      -12.41947901,      -11.37899664
          0,           0,         488,      -11.96218845,      -11.91967655,      -11.69034709,      -12.51075294,      -11.39303102
          0,           0,         489,      -11.97078923,      -11.93014147,      -11.69050215,      -12.54998473,      -11.40168296
          0,           0,         490,      -11.97111487,      -11.93081396,      -11.69084462,      -12.52983224,      -11.40188565
          0,           0,         491,      -11.95601836,      -11.91083445,      -11.69025472,      -12.33993056,      -11.38657653
          0,           0,         492,      -11.95997562,      -11.91776496,      -11.69087214,      -12.53228865,      -11.39117273
          0,           0,         493,      -11.97188374,      -11.93243924,       -11.6911112,      -12.64249465,      -11.40266621
          0,           0,         494,      -11.97443907,      -11.93593034,      -11.69120444,      -12.62378724,      -11.40527256
          0,           0,         495,      -11.97679115,      -11.93883464,      -11.69121998,       -12.6090343,      -11.40762254
          0,           0,         496,      -11.96756629,      -11.92634871,      -11.69097166,      -12.45030831,      -11.39823944
          0,           0,         497,      -11.96913141,      -11.92724253,      -11.69056353,      -12.39000269,      -11.39989974
          0,           0,         498,      -11.95923844,      -11.91746117,      -11.69095573,      -12.57133334,      -11.39036053
          0,           0,         499,      -11.97102232,      -11.93136306,      -11.69105395,      -12.62999928,      -11.40181987
          0,           0,         500,      -11.97457733,      -11.93566484,      -11.69107382,      -12.62487297,      -11.40544622
          0,           0,         501,      -11.97040769,      -11.93015619,      -11.69114198,       -12.5078072,      -11.40114448
          0,           0,         502,      -11.97175359,      -11.93291478,      -11.69107638,      -12.63732436,      -11.40270568
          0,           0,         503,      -11.97713863,      -11.93962225,      -11.69105342,      -12.65696123,      -11.40801072
          0,           0,         504,       -11.9782738,      -11.94106574,      -11.69093258,      -12.62507008,      -11.40920865
          0,           0,         505,      -11.97443661,      -11.93556156,      -11.69087453,      -12.53627295,      -11.40528755
          0,           0,         506,      -11.97567393,      -11.93781681,      -11.69078528,      -12.61980268,      -11.40666581
          0,           0,         507,      -11.97870491,      -11.94166351,      -11.69074869,      -12.63057902,      -11.40961784
          0,           0,         508,      -11.97934951,       -11.9425116,      -11.69068089,      -12.60797783,       -11.4102926
          0,           0,         509,      -11.97673308,      -11.93880056,      -11.69069146,      -12.54940921,      -11.40761472
          0,           0,         510,      -11.96432385,      -11.92187627,      -11.69018064,      -12.38630667,      -11.39503357
          0,           0,         511,      -11.96721314,       -11.9239221,      -11.68971751,      -12.33365271,      -11.39811324
          0,           0,         512,      -11.95814375,      -11.91544676,      -11.69040678,      -12.49042475,      -11.38944517
          0,           0,         513,      -11.96987001,      -11.92953946,      -11.69069474,      -12.56088818,       -11.4007948
          0,           0,         514,      -11.97381597,      -11.93456467,      -11.69088448,       -12.5896274,      -11.40474865
          0,           0,         515,      -11.96913557,      -11.92877799,      -11.69093469,      -12.49392632,      -11.39988632
          0,           0,         516,      -11.97192067,      -11.93163388,      -11.69075328,      -12.44808186,      -11.40270512
          0,           0,         517,      -11.96597183,      -11.92611032,      -11.69100523,      -12.60668412,      -11.39701108
          0,           0,         518,       -11.9743632,      -11.93595482,      -11.69109233,      -12.65898718,      -11.40518111
          0,           0,         519,      -11.97674121,      -11.93880031,      -11.69113369,      -12.65522143,      -11.40763766
          0,           0,         520,      -11.97345854,      -11.93430236,      -11.69118599,      -12.56026314,      -11.40428441
          0,           0,         521,      -11.95507885,      -11.90943956,      -11.69009894,      -12.32303705,      -11.38570021
          0,           0,         522,      -11.95903257,      -11.91601556,       -11.6908522,      -12.51615376,      -11.39033538
          0,           0,         523,      -11.97105844,      -11.93097139,      -11.69109908,      -12.63189201,      -11.40186659
          0,           0,         524,      -11.97358361,       -11.9346402,      -11.69117368,      -12.61346599,      -11.40442814
          0,           0,         525,      -11.96312919,      -11.92091122,      -11.69070079,      -12.42188114,      -11.39379368
          0,           0,         526,      -11.96597913,      -11.92566458,       -11.6910907,      -12.60054698,      -11.39702719
          0,           0,         527,      -11.97466365,       -11.9362662,      -11.69122296,      -12.68025321,      -11.40546902
          0,           0,         528,      -11.97642185,      -11.93856373,      -11.69125832,       -12.6568134,      -11.40728055
          0,           0,         529,      -11.96978152,       -11.9296859,      -11.69113259,      -12.50707768,      -11.40051466
          0,           0,         530,      -11.97173078,      -11.93282811,        -11.691202,      -12.65202136,      -11.40272645
          0,           0,         531,      -11.97714324,       -11.9395438,      -11.69120758,      -12.69525757,      -11.40801133
          0,           0,         532,      -11.97824658,        -11.940947,      -11.69115662,      -12.66262656,      -11.40915391
          0,           0,         533,      -11.97414923,      -11.93520016,      -11.69110421,      -12.55225443,      -11.40497706
          0,           0,         534,      -11.95433524,      -11.90881674,      -11.68993837,      -12.31082615,      -11.38492338
          0,           0,         535,      -11.95862309,      -11.91541901,      -11.69076708,      -12.50077398,      -11.38994044
          0,           0,         536,      -11.97065467,      -11.93045897,      -11.69106829,      -12.62119389,      -11.40148953
          0,           0,         537,      -11.97320289,      -11.93415761,      -11.69115556,      -12.60620656,      -11.40406363
          0,           0,         538,      -11.97599718,      -11.93768908,      -11.69122643,      -12.59448402,      -11.40682759
          0,           0,         539,      -11.96552089,      -11.92358786,      -11.69065781,      -12.41381998,      -11.39614002
          0,           0,         540,      -11.96476688,      -11.92444319,      -11.69104622,      -12.58872401,      -11.39584288
          0,           0,         541,      -11.97393156,      -11.93534397,      -11.69116524,      -12.66579954,      -11.40472612
          0,           0,         542,       -11.9758747,      -11.93776099,      -11.69120936,       -12.6483429,      -11.40672808
          0,           0,         543,      -11.96897552,      -11.92859764,      -11.69107507,      -12.49526703,      -11.39969893
          0,           0,         544,      -11.93710254,       -11.8865068,      -11.68860781,      -12.21043062,      -11.36748417
          0,           0,         545,       -11.9446052,      -11.89784758,      -11.69005423,      -12.40014054,      -11.37617066
          0,           0,         546,      -11.96056595,      -11.91734605,      -11.69037183,      -12.51252063,      -11.39137383
          0,           0,         547,      -11.97006534,      -11.92914746,      -11.69053401,      -12.54951471,      -11.40093971
          0,           0,         548,      -11.97021694,      -11.92971509,      -11.69080619,      -12.51945916,      -11.40099176
          0,           0,         549,      -11.95079422,      -11.90445121,        -11.689954,      -12.30878822,      -11.38126668
          0,           0,         550,      -11.95617614,      -11.91289317,      -11.69075059,      -12.50214173,      -11.38743021
          0,           0,         551,      -11.97015323,      -11.93007288,      -11.69102782,      -12.62149636,       -11.4009062
          0,           0,         552,      -11.97311966,       -11.9342485,      -11.69115988,      -12.60444829,      -11.40392758
          0,           0,         553,      -11.97384625,      -11.93554844,      -11.69083437,      -12.63422777,      -11.40470821
          0,           0,         554,      -11.97747193,      -11.93984004,       -11.6906796,      -12.59666535,      -11.40834255
          0,           0,         555,      -11.97856865,      -11.94122624,      -11.69042638,      -12.55586349,      -11.40956885
          0,           0,         556,      -11.97715157,      -11.93913751,      -11.69030946,      -12.51743381,       -11.4081225
          0,           0,         557,      -11.96795039,      -11.92645847,      -11.69010255,      -12.40910993,      -11.39875298
          0,           0,         558,      -11.97049752,      -11.93084439,      -11.69044393,        -12.544004,      -11.40161354
          0,           0,         559,      -11.97610743,      -11.93813292,      -11.69071795,      -12.61106698,      -11.40700231
          0,           0,         560,       -11.9773715,      -11.93990201,      -11.69083064,      -12.60948308,      -11.40829499
          0,           0,         561,      -11.97286559,       -11.9337981,       -11.6908476,      -12.51089488,      -11.40369377
          0,           0,         562,      -11.97510628,      -11.93595276,      -11.69080966,      -12.48586878,      -11.40597787
          0,           0,         563,      -11.95351716,      -11.90783059,      -11.68919311,      -12.28088111,       -11.3840596
          0,           0,         564,      -11.95356919,       -11.9099519,      -11.69021384,       -12.4412344,      -11.38495103
          0,           0,         565,      -11.96773806,      -11.92699046,      -11.69050734,        -12.532017,      -11.39861723
          0,           0,         566,      -11.97127951,      -11.93162076,      -11.69065325,      -12.53667908,      -11.40215655
          0,           0,         567,      -11.97444344,       -11.9357554,      -11.69085193,      -12.54415718,      -11.40521772
          0,           0,         568,      -11.96318511,      -11.92105327,      -11.69036302,      -12.39043922,      -11.39376485
          0,           0,         569,      -11.95490803,      -11.91303174,      -11.70312449,      -12.56211847,      -11.38436344
          0,           0,         570,      -11.96333755,      -11.92450191,      -11.69028542,      -12.61109937,      -11.39389904
          0,           0,         571,      -11.97140464,       -11.9340806,      -11.68949644,      -12.59950015,      -11.40255623
          0,           0,         572,      -11.96675102,      -11.92694448,      -11.69010773,      -12.46714869,      -11.39768909
          0,           0,         573,      -11.96922325,       -11.9306872,       -11.6907043,      -12.62063461,      -11.40038384
          0,           0,         574,      -11.97599792,      -11.93881351,      -11.69096787,      -12.67321698,      -11.40690284
          0,           0,         575,      -11.97743106,      -11.94050905,      -11.69106774,      -12.64900781,      -11.40835945
          0,           0,         576,      -11.97249576,      -11.93357085,      -11.69104031,      -12.53131509,      -11.40332032
          0,           0,         577,      -11.94937028,      -11.90229438,      -11.68960604,      -12.27901497,       -11.3799014
          0,           0,         578,      -11.95450023,      -11.91037408,      -11.69060912,      -12.47022305,      -11.38585931
          0,           0,         579,      -11.96860646,      -11.92792154,       -11.6909796,      -12.59240086,      -11.39943276
          0,           0,         580,      -11.97179976,      -11.93251386,      -11.69107279,      -12.58094788,      -11.40264387
          0,           0,         581,      -11.95927743,      -11.91645217,      -11.69049224,      -12.38283717,       -11.3899004
          0,           0,         582,      -11.96293658,      -11.92205052,      -11.69097468,      -12.56837794,      -11.39398051
          0,           0,         583,      -11.97315896,      -11.93438395,       -11.6911515,      -12.65819064,      -11.40391441
          0,           0,         584,      -11.97534353,      -11.93722046,      -11.69121134,      -12.63748413,      -11.40616445
          0,           0,         585,      -11.96732463,      -11.92640507,      -11.69102422,      -12.47316802,       -11.3980132
          0,           0,         586,      -11.96950225,      -11.93007224,      -11.69116418,      -12.63149628,       -11.4005084
          0,           0,         587,      -11.97613721,      -11.93824311,      -11.69119521,      -12.68500969,      -11.40698328
          0,           0,         588,      -11.97752203,      -11.94005535,      -11.69114562,       -12.6502887,       -11.4084257
          0,           0,         589,      -11.97216525,        -11.932648,      -11.69105189,      -12.52292212,      -11.40295652
          0,           0,         590,      -11.97370752,      -11.93534885,      -11.69102666,      -12.64002969,      -11.40469593
          0,           0,         591,      -11.97792261,      -11.94060719,      -11.69101297,      -12.66392858,       -11.4088096
          0,           0,         592,      -11.97880847,      -11.94174786,      -11.69094248,      -12.63636528,      -11.40973499
          0,           0,         593,      -11.97546924,      -11.93704829,      -11.69090564,       -12.5553524,      -11.40632446
          0,           0,         594,      -11.95953922,      -11.91557505,      -11.69002666,      -12.34951719,      -11.39017585
          0,           0,         595,      -11.96325839,      -11.91840077,      -11.68931572,      -12.28829154,      -11.39416123
          0,           0,         596,      -11.95108115,       -11.9064535,      -11.69016563,      -12.44602819,      -11.38246692
          0,           0,         597,      -11.96631957,      -11.92459106,      -11.69042212,      -12.52095197,      -11.39720503
          0,           0,         598,      -11.97138911,      -11.93118773,       -11.6906362,      -12.54623571,      -11.40230688
          0,           0,         599,      -11.97483771,      -11.93601008,      -11.69091121,      -12.57296451,      -11.40564311
          0,           0,         600,      -11.96772841,      -11.92676356,      -11.69080317,      -12.45495788,      -11.39838429
          0,           0,         601,      -11.96781783,      -11.92831343,      -11.69107217,      -12.61125186,       -11.3988485
          0,           0,         602,      -11.97525913,      -11.93724776,       -11.6911675,      -12.67420651,      -11.40609388
          0,           0,         603,      -11.97699324,      -11.93936243,      -11.69118702,      -12.65504973,      -11.40789136
          0,           0,         604,      -11.97205575,      -11.93238627,      -11.69114687,      -12.52823161,      -11.40286074
          0,           0,         605,      -11.97346051,       -11.9349859,      -11.69112255,      -12.65444023,      -11.40445113
          0,           0,         606,      -11.97786898,      -11.94052257,      -11.69111381,      -12.68019821,      -11.40874875
          0,           0,         607,      -11.97875733,      -11.94165646,      -11.69104978,      -12.65068155,      -11.40968458
          0,           0,         608,      -11.97541221,      -11.93700402,      -11.69100586,       -12.5630582,      -11.40626606
          0,           0,         609,      -11.95843298,      -11.91391879,       -11.6900374,      -12.34600085,       -11.3890525
          0,           0,         610,      -11.96268374,      -11.92074016,      -11.69079894,      -12.52419696,      -11.39396698
          0,           0,         611,      -11.97251646,      -11.93298725,      -11.69110698,      -12.63274143,      -11.40340031
          0,           0,         612,      -11.97462262,      -11.93608095,      -11.69120447,      -12.62336127,      -11.40551191
          0,           0,         613,      -11.96633731,      -11.92526442,      -11.69087426,      -12.45330483,      -11.39707244
          0,           0,         614,       -11.9686447,      -11.92901906,      -11.69115529,      -12.62190633,      -11.39967379
          0,           0,         615,      -11.97572796,      -11.93763535,      -11.69127001,      -12.69699183,      -11.40655731
          0,           0,         616,      -11.97727965,      -11.93962391,      -11.69129841,       -12.6773343,      -11.40815181
          0,           0,         617,      -11.97141907,      -11.93160092,      -11.69114726,      -12.52684162,      -11.40219576
          0,           0,         618,      -11.97419806,       -11.9344417,      -11.69102466,      -12.48341445,      -11.40505173
          0,           0,         619,      -11.94869373,      -11.90153012,      -11.68890748,      -12.25254319,      -11.37915664
          0,           0,         620,      -11.94803425,      -11.90315736,      -11.69003965,      -12.41950146,      -11.37947262
          0,           0,         621,      -11.96251896,      -11.92010871,      -11.69023125,      -12.50254781,      -11.39336038
          0,           0,         622,      -11.97087121,      -11.93029508,      -11.69039398,      -12.54090623,      -11.40177879
          0,           0,         623,      -11.97110215,      -11.93082887,      -11.69074172,      -12.52284723,      -11.40188494
          0,           0,         624,      -11.95589558,      -11.91066459,      -11.69013822,      -12.33770348,      -11.38646159
          0,           0,         625,      -11.95981212,      -11.91741653,      -11.69082307,      -12.52379397,        -11.391021
          0,           0,         626,       -11.9718846,      -11.93240112,      -11.69105731,      -12.63349953,      -11.40267553
          0,           0,         627,      -11.97442263,      -11.93586353,       -11.6911747,      -12.61814975,      -11.40525857
          0,           0,         628,      -11.97519546,      -11.93727629,      -11.69086075,      -12.64097378,      -11.40607216
          0,           0,         629,      -11.97818049,      -11.94079075,      -11.69072285,      -12.60329703,      -11.40907242
          0,           0,         630,      -11.97907357,      -11.94191505,       -11.6905004,      -12.56767413,      -11.41007215
          0,           0,         631,      -11.97782733,      -11.94008306,      -11.69039825,      -12.53447559,      -11.40880033
          0,           0,         632,      -11.97059563,      -11.93004717,      -11.69025435,       -12.4440694,      -11.40142155
          0,           0,         633,      -11.97270908,      -11.93369727,       -11.6905036,      -12.56374521,      -11.40378657
          0,           0,         634,      -11.97713653,      -11.93948233,      -11.69074294,      -12.62055888,      -11.40804149
          0,           0,         635,      -11.97816235,      -11.94094542,      -11.69085269,      -12.61931726,       -11.4090942
          0,           0,         636,      -11.97415351,      -11.93556875,      -11.69087081,      -12.53485184,      -11.40499604
          0,           0,         637,      -11.95596046,      -11.91128246,      -11.68969092,      -12.31822995,      -11.38656173
          0,           0,         638,       -11.9603201,      -11.91775956,      -11.69056369,      -12.48703244,      -11.39166922
          0,           0,         639,      -11.97137238,      -11.93152625,      -11.69088439,      -12.58870564,      -11.40227446
          0,           0,         640,      -11.97393149,      -11.93514765,      -11.69100098,      -12.59195443,      -11.40481122
          0,           0,         641,      -11.96419111,      -11.92247901,      -11.69053305,      -12.41985832,      -11.39489599
          0,           0,         642,      -11.96702927,       -11.9271403,      -11.69094908,      -12.58392439,       -11.3980657
          0,           0,         643,      -11.97490151,      -11.93670556,      -11.69111307,      -12.66498677,       -11.4057161
          0,           0,         644,      -11.97657896,      -11.93881941,      -11.69120643,      -12.65264747,      -11.40743828
          0,           0,         645,       -11.9781133,      -11.94070909,      -11.69126126,        -12.644583,      -11.40897639
          0,           0,         646,      -11.96317991,      -11.92178265,      -11.70343249,      -12.51558323,      -11.39236463
          0,           0,         647,      -11.96294305,      -11.92414225,      -11.69051151,      -12.63923133,      -11.39374121
          0,           0,         648,      -11.97347584,      -11.93678951,      -11.68970496,       -12.6852799,      -11.40467004
          0,           0,         649,      -11.97719413,      -11.94085819,      -11.69040231,      -12.67165862,       -11.4084035
          0,           0,         650,       -11.9740845,      -11.93603584,      -11.69077843,      -12.56865601,      -11.40508525
          0,           0,         651,      -11.95471675,      -11.90977817,      -11.68971565,      -12.31688236,      -11.38537543
          0,           0,         652,      -11.95920379,       -11.9168111,      -11.69067342,      -12.49751255,      -11.39052608
          0,           0,         653,      -11.97083301,      -11.93106117,      -11.69099331,      -12.60789612,      -11.40167295
