"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,        2205,      -14.00432493,      -13.87880122,      -14.12560009
          0,           0,        2206,      -14.16763875,      -14.05234594,      -14.20923233
          0,           0,        2207,       -14.0282347,      -13.90618205,      -14.12561444
          0,           0,        2208,      -14.03908874,      -13.92452501,      -14.15149851
          0,           0,        2209,      -14.01028409,      -13.89356765,      -14.12332807
          0,           0,        2210,      -14.00884384,      -13.88710382,      -14.10649915
          0,           0,        2211,      -13.93943292,      -13.82088227,      -14.10022818
          0,           0,        2212,      -14.01473157,      -13.90943449,      -14.14667743
          0,           0,        2213,      -14.06977682,      -13.94917228,       -14.1723617
          0,           0,        2214,      -14.05086253,      -13.93457635,      -14.10755029
          0,           0,        2215,      -14.01618037,      -13.89169902,      -14.14570064
          0,           0,        2216,      -14.05338252,      -13.92793587,      -14.17775206
          0,           0,        2217,      -13.97101943,       -13.8495046,      -14.13070558
          0,           0,        2218,      -14.00876558,        -13.859158,       -14.1411391
          0,           0,        2219,      -14.08452398,      -13.95741871,      -14.11992154
          0,           0,        2220,      -14.05067641,      -13.91886619,      -14.14262674
          0,           0,        2221,      -14.12559529,      -14.00972812,       -14.2281974
          0,           0,        2222,      -14.04441173,      -13.92131589,      -14.12384444
          0,           0,        2223,       -14.0407166,      -13.93240507,      -14.16277045
          0,           0,        2224,      -14.01746407,      -13.89834111,      -14.08902311
          0,           0,        2225,      -13.99979614,      -13.88179147,       -14.1267784
          0,           0,        2226,      -14.06158286,      -13.94588566,      -14.13584435
          0,           0,        2227,      -14.08626836,      -13.94065427,      -14.18203195
          0,           0,        2228,      -13.99142972,      -13.85298202,      -14.08191185
          0,           0,        2229,      -14.04483554,      -13.93073296,      -14.15178353
          0,           0,        2230,      -14.07047099,      -13.95923039,       -14.1510007
          0,           0,        2231,      -14.06254009,      -13.93188886,       -14.1793459
          0,           0,        2232,      -14.04201739,      -13.90780598,      -14.11565368
          0,           0,        2233,      -14.07886539,      -13.97395352,      -14.14822978
          0,           0,        2234,      -14.09116747,      -13.94606901,      -14.15557145
          0,           0,        2235,      -14.03906427,      -13.91577271,      -14.11227373
          0,           0,        2236,      -14.09129626,      -13.98485072,      -14.20009987
          0,           0,        2237,      -14.11318759,      -13.99254522,      -14.16416058
          0,           0,        2238,      -14.06049981,      -13.93254748,      -14.16361556
          0,           0,        2239,      -14.07485204,      -13.95997043,      -14.19426258
          0,           0,        2240,      -14.15654792,      -14.02459809,       -14.2196247
          0,           0,        2241,      -14.05614724,      -13.93306136,      -14.20725311
          0,           0,        2242,      -14.13603088,      -14.00188806,      -14.22020264
          0,           0,        2243,      -14.05475408,      -13.90766641,      -14.16737135
          0,           0,        2244,       -14.0756117,      -13.94746037,      -14.21294472
          0,           0,        2245,      -14.03873083,       -13.9104393,      -14.19295786
          0,           0,        2246,      -14.06141687,      -13.93242538,       -14.1201479
          0,           0,        2247,      -14.06779228,      -13.93002062,      -14.11408963
          0,           0,        2248,      -13.97536151,      -13.84136826,      -14.07281554
          0,           0,        2249,      -14.00601177,      -13.88906908,      -14.12409512
          0,           0,        2250,      -14.01579359,      -13.91789953,      -14.18644554
          0,           0,        2251,       -14.0414718,      -13.91722365,      -14.13419212
          0,           0,        2252,      -14.00605743,      -13.87670279,      -14.13699744
          0,           0,        2253,      -14.02575531,      -13.90319338,      -14.13438571
          0,           0,        2254,      -14.02192699,      -13.87927545,      -14.07277786
          0,           0,        2255,      -14.04491313,      -13.90410471,      -14.15255152
          0,           0,        2256,      -14.01513596,      -13.87392011,      -14.15490093
          0,           0,        2257,       -14.0527836,       -13.9282178,      -14.20274702
          0,           0,        2258,      -14.07235547,      -13.94947352,      -14.17320418
          0,           0,        2259,      -14.01915202,      -13.91252299,      -14.13864535
          0,           0,        2260,      -14.05751044,      -13.94539898,      -14.19211493
          0,           0,        2261,      -14.06112434,      -13.93580827,      -14.18619959
          0,           0,        2262,      -14.04249281,      -13.90762571,      -14.14427724
          0,           0,        2263,      -14.00439696,       -13.8829156,      -14.19570417
          0,           0,        2264,      -14.06532829,      -13.94060057,      -14.18202257
          0,           0,        2265,      -14.01844266,      -13.90650691,      -14.10735377
          0,           0,        2266,      -14.01206117,       -13.8699893,      -14.17479562
          0,           0,        2267,      -14.06429204,      -13.93426976,      -14.12164199
          0,           0,        2268,      -14.04113686,      -13.92335188,      -14.16337028
          0,           0,        2269,       -14.0046478,      -13.87223089,       -14.1429178
          0,           0,        2270,      -14.00810466,      -13.91085598,      -14.10570136
          0,           0,        2271,      -14.04095252,      -13.93899782,      -14.17314266
          0,           0,        2272,      -14.05607629,      -13.91785714,      -14.17626674
          0,           0,        2273,      -14.12080867,      -13.99602505,      -14.23783064
          0,           0,        2274,      -13.96372382,      -13.85580918,      -14.11717998
          0,           0,        2275,      -14.02636933,      -13.90669729,      -14.16064894
          0,           0,        2276,      -14.01087567,       -13.8766526,      -14.10436202
          0,           0,        2277,      -14.02381205,      -13.89003929,      -14.11914799
          0,           0,        2278,      -14.11701128,      -13.98014389,      -14.19613881
          0,           0,        2279,      -14.02807159,      -13.88698249,      -14.10913982
          0,           0,        2280,      -13.99103207,       -13.8653606,      -14.16431525
          0,           0,        2281,      -14.05719048,      -13.93310858,      -14.19318518
          0,           0,        2282,       -14.0725473,      -13.95843317,      -14.13960521
          0,           0,        2283,      -14.02449047,      -13.92902391,      -14.15698203
          0,           0,        2284,      -14.12064796,       -13.9999132,      -14.18278363
          0,           0,        2285,      -14.14764946,      -14.00874706,      -14.19857675
          0,           0,        2286,      -13.97503843,      -13.83927936,      -14.10057977
          0,           0,        2287,      -14.02017002,      -13.88795024,      -14.12326055
          0,           0,        2288,      -14.02888029,      -13.91481381,      -14.10341923
          0,           0,        2289,      -14.01803679,      -13.90781318,      -14.16183284
          0,           0,        2290,      -13.99549389,      -13.88324524,      -14.05706134
          0,           0,        2291,      -14.03049311,      -13.90432007,      -14.16805838
          0,           0,        2292,      -14.04950026,      -13.93489943,      -14.15754905
          0,           0,        2293,      -14.14146545,      -14.00955748,      -14.19824512
          0,           0,        2294,      -14.09705263,      -13.96151801,      -14.17812036
          0,           0,        2295,      -14.02935707,      -13.89325702,      -14.18021881
          0,           0,        2296,      -14.07774296,      -13.95750572,      -14.15846551
          0,           0,        2297,      -14.13797649,      -13.99683379,      -14.20795328
          0,           0,        2298,      -14.03559371,       -13.8962848,      -14.13612229
          0,           0,        2299,       -13.9990426,      -13.86229429,      -14.13834107
          0,           0,        2300,      -13.96097633,      -13.85123476,       -14.1327678
          0,           0,        2301,      -14.02114526,      -13.88640071,      -14.21948915
          0,           0,        2302,      -14.08508729,      -13.94694063,      -14.15198016
          0,           0,        2303,      -14.02319146,      -13.90107327,       -14.1302759
          0,           0,        2304,      -14.10940215,      -13.97429987,      -14.16901862
          0,           0,        2305,      -14.01792179,      -13.88260125,      -14.12351746
          0,           0,        2306,      -14.08007466,       -13.9729479,      -14.21651227
          0,           0,        2307,      -14.03901086,      -13.91878755,      -14.16008198
          0,           0,        2308,        -14.152723,      -14.03985059,      -14.24327519
          0,           0,        2309,      -14.02581589,      -13.89346481,       -14.1189329
          0,           0,        2310,      -14.07321358,      -13.92807776,      -14.17998497
          0,           0,        2311,      -14.06891696,      -13.94556517,      -14.15262774
          0,           0,        2312,      -14.07173569,      -13.94806769,      -14.16298317
          0,           0,        2313,       -14.0771342,      -13.94443137,      -14.23507538
          0,           0,        2314,      -14.02448085,      -13.89903442,      -14.10710765
          0,           0,        2315,      -14.05358035,      -13.92593199,      -14.11032799
          0,           0,        2316,      -14.06223699,      -13.93371937,      -14.16873342
          0,           0,        2317,      -14.04617584,      -13.92244596,      -14.17616438
          0,           0,        2318,      -14.10778345,      -13.98790497,      -14.22456281
          0,           0,        2319,      -14.05254618,      -13.93379728,      -14.13121234
          0,           0,        2320,      -14.07373154,      -13.95874324,      -14.18518831
          0,           0,        2321,      -14.14535515,       -14.0369329,      -14.17706386
          0,           0,        2322,      -14.01231687,      -13.88180919,      -14.12070626
          0,           0,        2323,      -14.01462446,      -13.89059983,       -14.1403012
          0,           0,        2324,      -14.04062895,      -13.91382284,      -14.15998615
          0,           0,        2325,      -14.03293439,      -13.90463651,      -14.17254753
          0,           0,        2326,      -14.12451093,      -13.98577079,      -14.13809615
          0,           0,        2327,      -13.99593413,      -13.87075483,      -14.05169373
          0,           0,        2328,      -14.04560347,      -13.90864658,      -14.14788109
          0,           0,        2329,      -14.02029347,      -13.88567655,      -14.12259601
          0,           0,        2330,      -14.02341167,      -13.89346273,      -14.14219048
          0,           0,        2331,      -14.06714271,      -13.94419206,      -14.13557692
          0,           0,        2332,      -14.04550329,       -13.8980445,      -14.15247522
          0,           0,        2333,      -14.06463723,      -13.92281513,      -14.17177069
          0,           0,        2334,      -14.06627631,      -13.93831156,      -14.18429957
          0,           0,        2335,      -14.00284522,      -13.86764856,      -14.10643072
          0,           0,        2336,      -14.06763875,      -13.92477239,      -14.16706355
          0,           0,        2337,      -14.06991388,      -13.93461024,      -14.15339236
          0,           0,        2338,      -14.10069066,      -13.96428447,      -14.19178697
          0,           0,        2339,       -14.0516205,      -13.93061553,      -14.14931034
          0,           0,        2340,      -14.04032057,      -13.91719614,      -14.09588445
          0,           0,        2341,      -14.01404079,      -13.87779913,      -14.11637328
          0,           0,        2342,      -14.12467237,      -13.99453136,      -14.18041279
          0,           0,        2343,      -14.04566444,      -13.91466195,      -14.12763247
          0,           0,        2344,       -13.9706593,      -13.86648669,      -14.15807394
          0,           0,        2345,      -13.96568719,      -13.83814343,      -14.06463086
          0,           0,        2346,      -14.06168421,      -13.93509972,      -14.15474851
          0,           0,        2347,      -14.00717841,      -13.88681574,      -14.11124597
          0,           0,        2348,       -14.0049583,      -13.87873224,      -14.07485057
          0,           0,        2349,      -13.95059033,      -13.83624839,       -14.1273031
          0,           0,        2350,       -14.1273896,      -13.99546536,      -14.22344613
          0,           0,        2351,      -14.03727349,      -13.92439369,      -14.17930743
          0,           0,        2352,      -14.06456351,      -13.94792972,       -14.1434488
          0,           0,        2353,      -14.02213094,       -13.8988537,      -14.09641583
          0,           0,        2354,      -14.02977914,      -13.89275799,      -14.11317143
          0,           0,        2355,       -13.9904046,       -13.8546024,      -14.15123089
          0,           0,        2356,      -14.08340123,      -13.93430598,      -14.12343345
          0,           0,        2357,       -14.0111909,      -13.88584086,      -14.10823419
          0,           0,        2358,      -14.05955136,      -13.92811905,      -14.21039678
          0,           0,        2359,      -14.06534099,      -13.93202627,      -14.15721092
          0,           0,        2360,      -14.05178334,       -13.9102085,      -14.15358845
          0,           0,        2361,       -14.0188707,      -13.90318845,      -14.15037439
          0,           0,        2362,      -14.06213156,      -13.96511146,      -14.21241216
          0,           0,        2363,      -14.08130521,      -13.97880916,      -14.16386343
          0,           0,        2364,      -14.08584157,       -13.9728037,      -14.19970424
          0,           0,        2365,      -14.04959502,      -13.92965035,      -14.15179166
          0,           0,        2366,      -14.00146258,      -13.87365533,      -14.10355772
          0,           0,        2367,      -14.06996771,      -13.92822524,      -14.19607143
          0,           0,        2368,      -14.06448602,      -13.93225208,      -14.18548321
          0,           0,        2369,      -14.01038695,      -13.88800974,      -14.14901339
          0,           0,        2370,      -14.10768824,      -13.96916629,      -14.19643497
          0,           0,        2371,      -14.04149613,      -13.90190242,      -14.13168272
          0,           0,        2372,      -14.02760932,      -13.89556857,      -14.14553475
          0,           0,        2373,      -14.10226879,      -13.98653283,      -14.21323514
          0,           0,        2374,      -13.99212769,      -13.86150017,      -14.12253231
          0,           0,        2375,      -13.98996869,      -13.85743532,      -14.12746441
          0,           0,        2376,      -14.08802033,      -13.95564751,      -14.15555655
          0,           0,        2377,      -14.04489719,      -13.90791516,      -14.13341298
          0,           0,        2378,      -14.09215544,      -13.94760838,      -14.15436521
          0,           0,        2379,      -14.07316557,      -13.96086803,      -14.15193376
          0,           0,        2380,      -14.06092695,      -13.91372082,      -14.14196011
          0,           0,        2381,      -14.04169891,      -13.91123583,      -14.15128197
          0,           0,        2382,      -14.09167039,      -13.96653946,      -14.15757385
          0,           0,        2383,      -14.05600779,      -13.92807937,      -14.16796118
          0,           0,        2384,      -14.07340429,      -13.94386968,      -14.17154084
          0,           0,        2385,      -14.11415431,      -13.97194796,      -14.19260654
          0,           0,        2386,      -14.11095198,      -13.99426166,      -14.15575154
          0,           0,        2387,      -14.06149212,      -13.92704618,      -14.17762509
          0,           0,        2388,      -13.99459273,      -13.86529506,      -14.14311178
          0,           0,        2389,      -14.09872233,      -13.99007514,       -14.1795669
          0,           0,        2390,      -14.04583264,      -13.94319478,      -14.16121199
          0,           0,        2391,      -14.13939075,      -14.01099435,      -14.25718255
          0,           0,        2392,      -14.05908756,      -13.92882286,      -14.20509899
          0,           0,        2393,      -14.01864354,      -13.88500503,      -14.14181335
          0,           0,        2394,      -14.06874914,       -13.9528268,        -14.157928
          0,           0,        2395,      -14.03571798,       -13.8995737,      -14.12623512
          0,           0,        2396,      -14.00319644,      -13.87175885,      -14.13343318
          0,           0,        2397,      -14.06783719,      -13.92943392,       -14.1685101
          0,           0,        2398,      -14.04273747,      -13.92278518,      -14.14479552
          0,           0,        2399,      -14.03155585,      -13.92023066,      -14.13528279
          0,           0,        2400,      -14.05825652,      -13.93838792,      -14.14676065
          0,           0,        2401,      -14.09786575,       -13.9701525,      -14.16834967
          0,           0,        2402,      -14.10259087,      -13.99461055,      -14.15077194
          0,           0,        2403,      -14.00322359,      -13.87492584,      -14.17755696
          0,           0,        2404,      -14.06027908,      -13.92446429,      -14.13884942
          0,           0,        2405,      -13.98512388,      -13.85921336,      -14.10258438
          0,           0,        2406,      -14.03765913,      -13.90773194,      -14.15063904
          0,           0,        2407,      -14.07083452,      -13.95806893,      -14.23039053
          0,           0,        2408,      -14.07449833,        -13.950462,      -14.19627031
          0,           0,        2409,      -14.09443886,      -13.95351602,      -14.16555127
          0,           0,        2410,      -14.09103408,      -13.97770145,      -14.18399791
          0,           0,        2411,      -14.07634014,      -13.94902117,       -14.2108792
          0,           0,        2412,       -14.0491902,        -13.932985,      -14.16845462
          0,           0,        2413,      -14.03687201,      -13.90279568,      -14.16425636
          0,           0,        2414,      -14.05632847,      -13.94106072,      -14.15845216
          0,           0,        2415,      -13.93888857,      -13.81762997,      -14.08706229
          0,           0,        2416,      -14.03182824,      -13.91650262,      -14.12670413
          0,           0,        2417,      -14.07474493,      -13.93087335,      -14.14977032
          0,           0,        2418,      -14.05174955,      -13.92417801,      -14.14321478
          0,           0,        2419,      -14.00398952,      -13.88248633,        -14.142276
          0,           0,        2420,      -14.00099732,      -13.88245349,      -14.13802794
          0,           0,        2421,      -14.02152332,      -13.91409639,      -14.14780527
          0,           0,        2422,      -14.10583642,      -13.98280935,      -14.18475328
          0,           0,        2423,      -14.07978351,      -13.94081772,      -14.13732256
          0,           0,        2424,      -14.01775167,      -13.88684015,      -14.14654548
          0,           0,        2425,      -13.97716758,      -13.83599331,      -14.10989681
          0,           0,        2426,      -13.99329316,      -13.84757588,      -14.15210656
          0,           0,        2427,      -14.08353123,      -13.95319076,      -14.15470069
          0,           0,        2428,       -13.9920479,      -13.86728429,      -14.06440036
          0,           0,        2429,      -14.03898492,      -13.91135304,      -14.13420258
          0,           0,        2430,      -14.08759836,      -13.95938374,       -14.2060147
          0,           0,        2431,       -14.0243425,      -13.90687753,       -14.1425793
          0,           0,        2432,      -14.04580765,      -13.91619837,      -14.13870725
          0,           0,        2433,      -14.06770069,      -13.94864585,      -14.16411798
          0,           0,        2434,      -14.02079135,      -13.88933558,      -14.13415365
          0,           0,        2435,      -13.99956551,      -13.87569012,      -14.13549312
          0,           0,        2436,      -14.04790211,      -13.92438044,      -14.16948047
          0,           0,        2437,      -14.08931688,      -13.97862931,      -14.22784896
          0,           0,        2438,      -14.08470691,      -13.96304708,      -14.21866942
          0,           0,        2439,      -14.11581015,      -13.97240685,       -14.1941365
          0,           0,        2440,      -14.14586431,      -14.00841874,       -14.1595621
          0,           0,        2441,      -14.05635399,      -13.93832484,      -14.12380183
          0,           0,        2442,      -13.97532693,      -13.84522879,      -14.11917904
          0,           0,        2443,      -14.06828437,       -13.9399877,       -14.1945453
          0,           0,        2444,      -14.02444617,      -13.89910652,       -14.1636869
          0,           0,        2445,      -14.10054161,       -13.9890389,      -14.16119966
          0,           0,        2446,      -14.03693911,      -13.90997599,      -14.14569669
          0,           0,        2447,      -14.11525744,      -14.00573902,      -14.20040693
          0,           0,        2448,      -14.06664134,      -13.94301109,      -14.18727731
          0,           0,        2449,      -14.06501014,      -13.92311619,      -14.14613568
          0,           0,        2450,      -14.03643909,      -13.93121884,      -14.13317618
          0,           0,        2451,      -14.03297518,      -13.90809977,      -14.13572148
          0,           0,        2452,      -14.03965809,      -13.89728262,      -14.14207295
          0,           0,        2453,       -14.0087958,      -13.88015718,      -14.09970574
          0,           0,        2454,      -14.06373942,      -13.93935749,      -14.15286319
          0,           0,        2455,      -14.02136079,      -13.88735018,      -14.11356422
          0,           0,        2456,      -14.03118833,      -13.89662057,      -14.18514966
          0,           0,        2457,      -14.08649222,       -13.9682124,       -14.1779537
          0,           0,        2458,      -14.02124252,      -13.88111788,      -14.15216143
          0,           0,        2459,      -14.07282874,      -13.93795569,      -14.11066108
          0,           0,        2460,      -14.01126455,      -13.88583331,      -14.11727106
          0,           0,        2461,      -13.92811246,      -13.80362319,      -14.05481341
          0,           0,        2462,      -14.08594398,        -13.982125,      -14.16024016
          0,           0,        2463,      -13.98180834,       -13.8613438,      -14.11450816
          0,           0,        2464,      -14.06445868,      -13.93678858,      -14.12550174
          0,           0,        2465,      -14.13130048,      -13.99532839,      -14.20690226
          0,           0,        2466,      -14.05171799,      -13.91344686,       -14.1885852
          0,           0,        2467,      -14.07963119,      -13.95357772,      -14.14755768
          0,           0,        2468,      -13.96201849,      -13.83515973,      -14.09187845
          0,           0,        2469,      -14.02294257,      -13.90076567,      -14.09752833
          0,           0,        2470,      -14.12104195,      -14.00498007,      -14.22304194
          0,           0,        2471,      -14.14913212,      -14.03292734,      -14.21228103
          0,           0,        2472,       -14.0310056,      -13.89249547,      -14.15183393
          0,           0,        2473,      -14.02186227,      -13.89133157,      -14.14017152
          0,           0,        2474,      -14.05584913,      -13.93050359,      -14.13431025
          0,           0,        2475,      -14.06171393,      -13.94852448,      -14.12996239
          0,           0,        2476,      -14.08214894,      -13.96851888,      -14.16634583
          0,           0,        2477,       -14.1046481,      -13.95024583,      -14.17885626
          0,           0,        2478,      -14.08984208,      -13.95712237,      -14.24165742
          0,           0,        2479,       -14.1227076,      -13.98310618,      -14.19867971
          0,           0,        2480,      -14.10662113,      -13.97019721,      -14.15288234
          0,           0,        2481,      -14.00597291,      -13.86153865,       -14.0944912
          0,           0,        2482,      -14.01457781,      -13.88959856,      -14.10833258
          0,           0,        2483,      -14.05280124,       -13.9370254,      -14.18253169
          0,           0,        2484,      -14.12997327,      -14.02461755,      -14.22227028
          0,           0,        2485,      -14.12198651,      -14.00604186,      -14.19141347
          0,           0,        2486,      -14.07288738,      -13.93493034,      -14.19310964
          0,           0,        2487,      -13.95804163,       -13.8192539,      -14.15316786
          0,           0,        2488,      -14.08824753,      -13.93221282,       -14.1354023
          0,           0,        2489,      -14.00485902,      -13.87898196,      -14.12304461
          0,           0,        2490,      -14.05156007,      -13.93238385,      -14.17204015
          0,           0,        2491,       -14.1251615,      -13.99499773,      -14.18960368
          0,           0,        2492,      -14.05566299,      -13.93899636,      -14.15641647
          0,           0,        2493,      -14.06197449,      -13.91860434,      -14.13890697
          0,           0,        2494,      -14.07026207,      -13.94579385,       -14.1572171
          0,           0,        2495,      -14.07213146,      -13.95953297,      -14.24754179
          0,           0,        2496,      -13.98821706,       -13.8808174,      -14.08517796
          0,           0,        2497,      -14.07344459,      -13.95104496,      -14.15141344
          0,           0,        2498,      -14.06895718,      -13.96706883,      -14.14621946
          0,           0,        2499,      -14.06494813,      -13.95945997,      -14.19584619
          0,           0,        2500,      -14.06328123,      -13.93453798,      -14.16505916
          0,           0,        2501,      -14.08108385,        -13.948308,       -14.1360019
          0,           0,        2502,      -14.00184383,      -13.87235595,      -14.14815596
          0,           0,        2503,      -14.06020272,      -13.94375432,       -14.1713369
          0,           0,        2504,      -14.02659855,      -13.90936486,      -14.14719213
          0,           0,        2505,      -14.16051491,      -14.03326953,      -14.24482029
          0,           0,        2506,      -14.06927968,      -13.95355082,      -14.20337738
          0,           0,        2507,      -14.05253892,      -13.93258047,      -14.17428292
          0,           0,        2508,      -14.12937614,      -13.97774817,      -14.19344902
          0,           0,        2509,      -14.08305047,      -13.96248395,      -14.14250368
          0,           0,        2510,      -14.03679442,      -13.92078251,      -14.13972976
          0,           0,        2511,      -14.14017482,      -13.99283867,      -14.20621471
          0,           0,        2512,      -14.04131808,      -13.90869858,      -14.16310052
          0,           0,        2513,      -14.09073581,      -13.96392595,      -14.15899724
          0,           0,        2514,      -13.99906632,      -13.89123783,      -14.14281154
          0,           0,        2515,      -14.04095825,      -13.90863787,        -14.149313
          0,           0,        2516,      -14.00922316,      -13.88127038,      -14.13641469
          0,           0,        2517,      -13.97624382,      -13.84391368,      -14.15464802
          0,           0,        2518,      -14.12680414,      -13.98812808,      -14.21191988
          0,           0,        2519,      -14.12222744,      -14.00646502,      -14.23379168
          0,           0,        2520,      -14.04195244,      -13.89800491,      -14.10133916
          0,           0,        2521,      -14.04999163,      -13.92096846,      -14.17563144
          0,           0,        2522,      -14.04994731,      -13.93811351,      -14.21218338
          0,           0,        2523,      -14.02898261,      -13.91703465,      -14.11560385
          0,           0,        2524,      -14.05305182,      -13.89849062,      -14.09930062
          0,           0,        2525,      -14.03579834,      -13.88947892,      -14.16969888
          0,           0,        2526,      -14.01206598,      -13.89254166,      -14.12557203
          0,           0,        2527,      -14.07249807,      -13.94893093,      -14.17400935
          0,           0,        2528,      -14.10772731,      -13.99953836,      -14.21586123
          0,           0,        2529,       -14.0437991,      -13.90816692,      -14.14757105
          0,           0,        2530,      -14.08768759,      -13.95615933,      -14.23139742
          0,           0,        2531,      -14.02942596,      -13.91560654,      -14.08884671
          0,           0,        2532,      -14.03333407,       -13.9055117,       -14.1183037
          0,           0,        2533,      -13.97982363,      -13.87738012,      -14.09947457
          0,           0,        2534,      -14.01907526,      -13.92266271,      -14.19283591
          0,           0,        2535,      -14.02637766,      -13.90753742,      -14.12448653
          0,           0,        2536,      -13.98448103,       -13.8381175,      -14.07264937
          0,           0,        2537,      -13.94757722,      -13.82484736,      -14.15823592
          0,           0,        2538,      -14.04412219,      -13.92664748,      -14.13884684
          0,           0,        2539,        -14.043349,       -13.9050344,      -14.17581313
          0,           0,        2540,       -14.1074873,      -13.95406379,      -14.14440807
          0,           0,        2541,      -14.05263475,      -13.91644286,      -14.16518008
          0,           0,        2542,      -14.05474336,      -13.93706793,      -14.23009421
          0,           0,        2543,       -14.1580259,      -14.01343004,      -14.25560644
          0,           0,        2544,      -13.99310647,      -13.85393289,       -14.0867511
          0,           0,        2545,      -14.00021983,      -13.87398185,      -14.13138978
          0,           0,        2546,      -14.08736127,      -13.97739152,      -14.21761901
          0,           0,        2547,      -14.11455977,       -13.9910866,      -14.14901226
          0,           0,        2548,      -14.07579534,      -13.95623932,      -14.12418158
          0,           0,        2549,      -13.99431856,      -13.84906533,      -14.17831632
          0,           0,        2550,      -14.10573174,      -13.97415029,      -14.21992632
          0,           0,        2551,      -14.00922195,      -13.88246466,      -14.11680177
          0,           0,        2552,      -14.03714559,      -13.91407028,      -14.12034597
          0,           0,        2553,      -14.14569087,      -14.02896282,      -14.24729817
          0,           0,        2554,      -14.02293894,      -13.89671664,      -14.14710181
          0,           0,        2555,       -14.0474789,      -13.94839742,      -14.19713783
          0,           0,        2556,      -14.04091247,      -13.91506722,      -14.13225645
          0,           0,        2557,      -13.98717087,      -13.85597871,      -14.12663651
          0,           0,        2558,      -14.01190593,       -13.9056367,      -14.12849542
          0,           0,        2559,      -14.00433474,      -13.88267955,      -14.12299355
          0,           0,        2560,      -14.03293519,      -13.92246324,      -14.19410784
          0,           0,        2561,      -14.11079427,      -13.96863657,      -14.16931861
          0,           0,        2562,      -14.00774398,       -13.8657273,      -14.14505583
          0,           0,        2563,      -14.05184503,      -13.88556618,      -14.09782914
          0,           0,        2564,      -14.04086995,      -13.90820695,      -14.10573416
          0,           0,        2565,      -14.03750902,      -13.93216121,      -14.16155356
          0,           0,        2566,      -14.07706596,      -13.95512536,      -14.15272967
          0,           0,        2567,      -14.05446569,      -13.90153967,      -14.10904041
          0,           0,        2568,      -14.04447216,      -13.89683718,      -14.10828095
          0,           0,        2569,       -14.0026125,      -13.86627445,      -14.12541223
          0,           0,        2570,      -14.09197971,      -13.96818757,       -14.2290541
          0,           0,        2571,      -14.05590613,      -13.93138606,      -14.12509583
          0,           0,        2572,      -14.06886144,      -13.93553011,      -14.21090825
          0,           0,        2573,      -14.05794985,      -13.94959731,      -14.15664369
          0,           0,        2574,      -14.02166117,      -13.90453408,      -14.18492122
          0,           0,        2575,      -14.03554657,      -13.90404483,      -14.18094993
          0,           0,        2576,      -14.04995251,      -13.92597298,      -14.19605121
          0,           0,        2577,      -14.05541683,      -13.92526841,      -14.16335607
          0,           0,        2578,      -14.03391264,       -13.9093459,      -14.16700988
          0,           0,        2579,      -14.01722024,       -13.9040135,      -14.15940932
          0,           0,        2580,      -14.01781843,      -13.89625925,      -14.10181674
          0,           0,        2581,      -14.02080739,      -13.90582523,      -14.11294115
          0,           0,        2582,      -14.03112113,      -13.90173648,      -14.13685882
          0,           0,        2583,        -14.061527,      -13.94381674,       -14.1333229
          0,           0,        2584,      -14.02122472,      -13.88900696,      -14.09554981
          0,           0,        2585,      -14.00996304,      -13.88446317,      -14.15919503
          0,           0,        2586,      -14.06360269,      -13.93705689,      -14.23316308
          0,           0,        2587,      -14.04775322,      -13.92164557,      -14.15832052
          0,           0,        2588,      -14.01135219,      -13.89201774,       -14.1265346
          0,           0,        2589,      -14.06042835,      -13.94899574,      -14.20402356
          0,           0,        2590,      -14.08870645,      -13.96806079,      -14.15141897
          0,           0,        2591,       -14.0682239,      -13.95442909,       -14.1523374
          0,           0,        2592,      -14.13028202,      -13.99364875,      -14.22136072
          0,           0,        2593,      -14.04790015,      -13.91985991,      -14.16008913
          0,           0,        2594,       -14.0561103,      -13.94061275,      -14.16486457
          0,           0,        2595,      -14.05002328,      -13.92014341,       -14.2286554
          0,           0,        2596,       -14.0280542,      -13.89867025,      -14.13222502
          0,           0,        2597,      -14.07361369,      -13.94860703,      -14.17283189
          0,           0,        2598,      -14.05130484,      -13.94574143,      -14.18839414
          0,           0,        2599,      -14.08686627,      -13.97201492,      -14.17731056
          0,           0,        2600,      -14.07171645,      -13.94919367,      -14.13392324
          0,           0,        2601,      -13.96425839,      -13.83589868,      -14.09683358
          0,           0,        2602,      -14.05253811,      -13.93441233,      -14.13070876
          0,           0,        2603,      -14.07019972,      -13.93914966,      -14.15613198
          0,           0,        2604,      -14.00407148,      -13.87896882,      -14.14838379
          0,           0,        2605,      -13.93709618,      -13.81901414,      -14.15127951
          0,           0,        2606,      -14.04064373,      -13.91779361,      -14.17333184
          0,           0,        2607,      -14.04265309,      -13.90219751,      -14.15460241
          0,           0,        2608,      -14.08186914,      -13.94118487,      -14.16874053
          0,           0,        2609,      -13.98917469,      -13.86637988,      -14.11918255
          0,           0,        2610,       -13.9761516,      -13.84388274,       -14.1360735
          0,           0,        2611,      -14.08217194,      -13.94028629,      -14.15098805
          0,           0,        2612,      -14.03304384,      -13.92768418,      -14.18879278
          0,           0,        2613,      -14.06756438,      -13.95787874,       -14.1517245
          0,           0,        2614,      -14.01051348,      -13.89183304,      -14.18203759
