"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          20,       -4.31043705,      -3.435834876,      -3.452320089,       -2.26511556,       -10.4064192
          0,           0,          21,      -4.298529277,      -3.432687521,      -3.448113576,      -2.253192453,      -10.39479666
          0,           0,          22,       -4.28463747,      -3.428462738,      -3.446901894,      -2.239340969,      -10.38289729
          0,           0,          23,      -4.271188872,      -3.422579665,      -3.446908088,      -2.225950415,      -10.37080011
          0,           0,          24,      -4.259691886,      -3.414830189,      -3.446096604,      -2.214470409,      -10.35860149
          0,           0,          25,      -4.250628605,      -3.405615125,      -3.442965523,      -2.205317853,      -10.34507229
          0,           0,          26,      -4.243786023,      -3.395920352,       -3.43708849,      -2.198227753,      -10.32954476
          0,           0,          27,      -4.238685803,       -3.38699705,      -3.429110315,      -2.192705171,       -10.3124187
          0,           0,          28,      -4.234913733,      -3.379977864,      -3.420271996,       -2.18836968,      -10.29494442
          0,           0,          29,      -4.232266162,      -3.375546483,      -3.411820631,      -2.185099423,      -10.27737946
          0,           0,          30,      -4.230723427,      -3.373725806,      -3.404589933,      -2.182983139,      -10.26044984
          0,           0,          31,      -4.230328742,      -3.373792565,      -3.398818842,      -2.182167317,      -10.24559543
          0,           0,          32,       -4.23106371,       -3.37435654,      -3.394154453,      -2.182701724,      -10.23097299
          0,           0,          33,      -4.232781314,      -3.373677441,      -3.389796152,      -2.184451862,      -10.21764428
          0,           0,          34,      -4.235210183,      -3.370237141,      -3.384772274,      -2.187095584,       -10.2060317
          0,           0,          35,      -4.238010714,      -3.363414394,      -3.378318632,      -2.190187248,      -10.19538414
          0,           0,          36,       -4.24085247,      -3.353869566,      -3.370240224,      -2.193260303,      -10.18774233
          0,           0,          37,      -4.243487727,      -3.343371542,      -3.361079322,      -2.195939311,       -10.1813439
          0,           0,          38,      -4.245807604,      -3.334211615,      -3.351989367,      -2.198036535,       -10.1773847
          0,           0,          39,      -4.247876264,      -3.328570023,      -3.344386171,      -2.199612834,      -10.17425175
          0,           0,          40,      -4.249940559,      -3.328099884,      -3.339548831,      -2.200988471,      -10.17172743
          0,           0,          41,      -4.252411518,      -3.333729416,      -3.338300716,      -2.202699959,      -10.16892114
          0,           0,          42,      -4.255816277,       -3.34555495,      -3.340802477,      -2.205413095,      -10.16616995
          0,           0,          43,       -4.26072494,      -3.362723474,      -3.346440057,      -2.209812695,      -10.16236908
          0,           0,          44,         -4.267663,        -3.3832916,      -3.353818061,      -2.216490897,      -10.15813591
          0,           0,          45,      -4.277021711,      -3.404208787,      -3.360937964,      -2.225849034,      -10.15349633
          0,           0,          46,      -4.288975897,      -3.421753184,        -3.3656653,       -2.23801911,      -10.14796391
          0,           0,          47,      -4.303414526,       -3.43268848,      -3.366453036,       -2.25280553,      -10.14223541
          0,           0,          48,      -4.319889823,       -3.43574878,      -3.363000029,      -2.269650758,      -10.13633294
          0,           0,          49,      -4.337599787,      -3.432302536,      -3.356402427,      -2.287640556,       -10.1297924
          0,           0,          50,      -4.355434629,      -3.425558994,      -3.348687634,      -2.305580128,      -10.12350121
          0,           0,          51,      -4.372127035,      -3.419087438,      -3.342081839,      -2.322176156,      -10.11647781
          0,           0,          52,      -4.386524995,      -3.415758869,      -3.338427362,      -2.336328213,      -10.10917728
          0,           0,          53,      -4.397936188,      -3.417406057,       -3.33889261,      -2.347459087,      -10.10154524
          0,           0,          54,      -4.406406775,      -3.424903537,      -3.343890325,      -2.355743704,      -10.09301449
          0,           0,          55,      -4.412785008,      -3.438347378,      -3.353080867,      -2.362113918,      -10.08441608
          0,           0,          56,      -4.418530723,      -3.457183253,      -3.365404562,       -2.36803761,      -10.07629707
          0,           0,          57,      -4.425376267,      -3.480256871,       -3.37917548,       -2.37519019,      -10.06779616
          0,           0,          58,      -4.434988746,      -3.505832798,      -3.392332674,      -2.385150331,      -10.05977608
          0,           0,          59,      -4.448714766,      -3.531676639,      -3.402925906,      -2.399176931,      -10.05279652
          0,           0,          60,      -4.467394385,      -3.555326287,      -3.409748503,      -2.418043103,       -10.0460348
          0,           0,          61,      -4.491178906,      -3.574625866,      -3.412804226,      -2.441865077,      -10.03980918
          0,           0,          62,      -4.519290903,      -3.588384538,      -3.413291622,      -2.469872876,      -10.03422165
          0,           0,          63,      -4.549735983,      -3.596785662,       -3.41311754,        -2.5001382,      -10.02848251
          0,           0,          64,      -4.579160636,      -3.601250594,      -3.414266998,      -2.529446367,      -10.02270478
          0,           0,          65,      -4.603327084,      -3.603858072,      -3.418334124,      -2.553749052,      -10.01696153
          0,           0,          66,      -4.618637003,      -3.606703879,      -3.426292098,      -2.569591462,      -10.01055324
          0,           0,          67,      -4.624127696,      -3.611486675,      -3.438424602,      -2.575989118,      -10.00403606
          0,           0,          68,      -4.622193345,      -3.619351059,      -3.454327495,      -2.575151098,      -9.997485795
          0,           0,          69,      -4.617248167,      -3.630885978,      -3.472948744,      -2.571278197,      -9.991005189
          0,           0,          70,      -4.613714403,       -3.64617544,      -3.492704972,      -2.568659023,      -9.984633183
          0,           0,          71,      -4.614822964,      -3.664844116,      -3.511753506,      -2.570476231,      -9.978185907
          0,           0,          72,      -4.622346219,      -3.686087939,      -3.528455555,      -2.578496735,      -9.971628585
          0,           0,          73,      -4.636720567,       -3.70871353,      -3.541911309,      -2.593158522,      -9.964786662
          0,           0,          74,      -4.657168194,      -3.731229032,      -3.552290282,      -2.613678522,       -9.95775156
          0,           0,          75,      -4.681733776,      -3.752031101,      -3.560735559,      -2.638097496,      -9.950400974
          0,           0,          76,      -4.707396485,      -3.769701142,      -3.568904498,      -2.663421765,      -9.942809819
          0,           0,          77,      -4.730585955,      -3.783346388,      -3.578425855,       -2.68617829,      -9.935100687
          0,           0,          78,        -4.7483203,      -3.792846996,       -3.59050509,        -2.7035592,      -9.927329454
          0,           0,          79,      -4.759545177,      -3.798880763,      -3.605732598,      -2.714692679,      -9.919465163
          0,           0,          80,      -4.765635891,      -3.802717518,      -3.624041962,      -2.721042204,      -9.911665769
          0,           0,          81,      -4.769574849,      -3.805901225,      -3.644764904,      -2.725545737,      -9.904038005
          0,           0,          82,      -4.774550652,      -3.809958218,      -3.666775537,      -2.731258522,      -9.896547783
          0,           0,          83,      -4.782946186,      -3.816198534,      -3.688745593,      -2.740397603,      -9.889299921
          0,           0,          84,      -4.795958346,      -3.825603085,      -3.709502478,      -2.753987575,      -9.882287047
          0,           0,          85,      -4.813599324,      -3.838754018,      -3.728395031,      -2.771868661,      -9.875541665
          0,           0,          86,      -4.834846692,      -3.855767362,      -3.745499934,      -2.792864918,      -9.869128739
          0,           0,          87,      -4.857902046,      -3.876208616,      -3.761550193,      -2.815095416,      -9.862990233
          0,           0,          88,      -4.880641818,      -3.899007188,      -3.777626924,      -2.836505119,      -9.857128455
          0,           0,          89,      -4.901288252,      -3.922440055,      -3.794778888,        -2.8555849,      -9.851558739
          0,           0,          90,      -4.919087596,       -3.94431506,      -3.813722037,      -2.871989414,      -9.846237435
          0,           0,          91,       -4.93459323,      -3.962473653,      -3.834681694,      -2.886655994,      -9.841156938
          0,           0,          92,      -4.949339211,      -3.975537413,      -3.857373586,      -2.901329139,      -9.836374213
          0,           0,          93,      -4.965126438,      -3.983501072,      -3.881105012,      -2.917809633,      -9.831818676
          0,           0,          94,      -4.983329631,      -3.987723901,      -3.904980263,      -2.937310766,      -9.827471966
          0,           0,          95,      -5.004455396,      -3.990306229,      -3.928174949,      -2.960073208,       -9.82336089
          0,           0,          96,      -5.027968401,      -3.993287573,      -3.950197027,      -2.985220564,      -9.819489948
          0,           0,          97,      -5.052370664,      -3.998072857,      -3.971022359,      -3.010867702,       -9.81582958
          0,           0,          98,      -5.075597139,      -4.005185538,      -3.991033805,      -3.034600701,      -9.812368651
          0,           0,          99,      -5.095770275,      -4.014262693,      -4.010794166,      -3.054385359,       -9.80909963
          0,           0,         100,      -5.112089582,      -4.024219335,      -4.030764931,       -3.06957873,      -9.806025078
          0,           0,         101,      -5.125329188,      -4.033575965,      -4.051089039,      -3.081367792,      -9.803129934
          0,           0,         102,      -5.137576043,      -4.040939897,      -4.071511182,      -3.092285874,      -9.800404332
          0,           0,         103,      -5.151433857,      -4.045522598,      -4.091459983,      -3.105223515,      -9.797846548
          0,           0,         104,       -5.16922939,      -4.047451346,      -4.110271932,      -3.122585651,      -9.795446445
          0,           0,         105,      -5.192515651,      -4.047693992,      -4.127481495,       -3.14583993,      -9.793188817
          0,           0,         106,      -5.221817106,      -4.047657144,      -4.143050123,      -3.175314006,      -9.791068566
          0,           0,         107,      -5.256445755,      -4.048701869,      -4.157414052,      -3.210037444,      -9.789076685
          0,           0,         108,      -5.294319611,      -4.051783919,      -4.171322859,      -3.247584931,      -9.787205169
          0,           0,         109,      -5.331960802,      -4.057278828,      -4.185553045,      -3.284164547,      -9.785451175
          0,           0,         110,      -5.365133117,       -4.06495765,      -4.200624558,      -3.315460584,      -9.783813533
          0,           0,         111,      -5.390452156,      -4.074072848,      -4.216615039,      -3.338442345,      -9.782267776
          0,           0,         112,      -5.407242638,      -4.083542245,      -4.233115727,       -3.35311137,      -9.780820614
          0,           0,         113,      -5.417977282,      -4.092224994,      -4.249343293,      -3.362512001,      -9.779488491
          0,           0,         114,      -5.426814168,      -4.099242512,      -4.264397504,      -3.370980084,      -9.778272878
          0,           0,         115,      -5.437664006,      -4.104235897,      -4.277601871,      -3.382284824,      -9.777182586
          0,           0,         116,      -5.453059742,      -4.107440796,       -4.28879411,       -3.39870211,      -9.776195083
          0,           0,         117,      -5.473827925,       -4.10954448,      -4.298419505,      -3.420809051,        -9.7753388
          0,           0,         118,      -5.499069486,      -4.111407798,      -4.307376037,      -3.447495189,      -9.774616283
          0,           0,         119,      -5.526223654,      -4.113784192,      -4.316698939,      -3.476023623,       -9.77402511
          0,           0,         120,      -5.551430713,      -4.117128311,       -4.32723208,      -3.502408777,      -9.773542662
          0,           0,         121,      -5.570646397,      -4.121519472,      -4.339389188,      -3.522579462,      -9.773172465
          0,           0,         122,      -5.581477135,      -4.126685353,      -4.353036453,      -3.534245317,      -9.772936348
          0,           0,         123,      -5.584542932,      -4.132102422,      -4.367495806,      -3.538195608,      -9.772828125
          0,           0,         124,      -5.583069348,      -4.137149149,      -4.381674752,      -3.537767645,      -9.772844351
          0,           0,         125,      -5.581165202,      -4.141279778,      -4.394330841,      -3.537063045,      -9.772983793
          0,           0,         126,      -5.582321138,      -4.144172689,      -4.404434049,      -3.539467877,      -9.773238965
          0,           0,         127,      -5.588819409,      -4.145805652,      -4.411505474,      -3.547098197,      -9.773605177
          0,           0,         128,      -5.601761331,      -4.146434965,      -4.415768632,      -3.560836558,      -9.774086084
          0,           0,         129,      -5.621266253,      -4.146495614,      -4.418032481,      -3.580518554,      -9.774672319
          0,           0,         130,      -5.646619821,      -4.146468982,      -4.419383671,      -3.605071403,      -9.775359132
          0,           0,         131,      -5.676344453,       -4.14676574,      -4.420853213,      -3.632613273,      -9.776145822
          0,           0,         132,      -5.708282227,      -4.147651663,      -4.423182255,       -3.66064752,      -9.777035319
          0,           0,         133,      -5.739851829,      -4.149221854,      -4.426719907,      -3.686525454,      -9.778027686
          0,           0,         134,      -5.768617029,       -4.15141491,      -4.431427449,      -3.708211688,      -9.779124177
          0,           0,         135,      -5.793078667,      -4.154054248,      -4.436952369,       -3.72504519,      -9.780329223
          0,           0,         136,      -5.813265467,      -4.156903549,      -4.442745887,      -3.737979425,      -9.781652703
          0,           0,         137,      -5.830676479,      -4.159724349,      -4.448204662,      -3.749107772,      -9.783095526
          0,           0,         138,      -5.847604232,      -4.162324867,      -4.452813618,       -3.76083901,      -9.784660499
          0,           0,         139,      -5.866297953,      -4.164591403,      -4.456259109,      -3.775211707,      -9.786354478
          0,           0,         140,      -5.888335413,      -4.166497859,      -4.458483047,      -3.793521052,      -9.788185094
          0,           0,         141,      -5.914224616,      -4.168094688,      -4.459665888,       -3.81614528,      -9.790152978
          0,           0,         142,      -5.943072017,      -4.169483519,      -4.460152258,       -3.84240129,      -9.792263393
          0,           0,         143,      -5.972241535,      -4.170786088,      -4.460350923,      -3.870358863,      -9.794513821
          0,           0,         144,      -5.997277027,      -4.172115577,      -4.460641544,      -3.896746113,       -9.79690717
          0,           0,         145,      -6.012829705,      -4.173555704,      -4.461308204,      -3.917352201,      -9.799440879
          0,           0,         146,      -6.015072647,       -4.17514983,      -4.462505131,      -3.928364901,      -9.802111419
          0,           0,         147,      -6.004183426,      -4.176899677,      -4.464250852,      -3.928273439,      -9.804912035
          0,           0,         148,      -5.984299501,       -4.17877181,      -4.466444067,      -3.918808032,       -9.80783929
          0,           0,         149,      -5.961032965,      -4.180709225,      -4.468895087,      -3.903946149,      -9.810889361
          0,           0,         150,      -5.939176093,      -4.182645304,      -4.471367671,      -3.888031094,      -9.814054183
          0,           0,         151,      -5.921924151,      -4.184517404,      -4.473625752,      -3.874510378,      -9.817327639
          0,           0,         152,      -5.911086318,      -4.186277848,       -4.47547808,      -3.865617955,      -9.820700101
          0,           0,         153,      -5.907529951,       -4.18790063,      -4.476812665,      -3.862552629,      -9.824173587
          0,           0,         154,      -5.911526452,      -4.189383167,      -4.477613786,      -3.865744953,      -9.827743322
          0,           0,         155,      -5.922942425,      -4.190743406,      -4.477958048,      -3.875045572,      -9.831400351
          0,           0,         156,      -5.941303751,      -4.192013556,      -4.477991524,      -3.889811726,      -9.835144202
          0,           0,         157,       -5.96576865,      -4.193232268,      -4.477894958,      -3.908925307,      -9.838974057
          0,           0,         158,      -5.995045876,      -4.194437219,      -4.477846328,      -3.930804516,      -9.842886959
          0,           0,         159,      -6.027313286,      -4.195659647,      -4.477989285,      -3.953497095,      -9.846886904
          0,           0,         160,      -6.060235628,      -4.196921716,      -4.478413055,       -3.97494628,      -9.850974909
          0,           0,         161,      -6.091215799,      -4.198236771,      -4.479145929,      -3.993444827,      -9.855157385
          0,           0,         162,      -6.117946095,       -4.19961183,      -4.480161469,      -4.008121145,      -9.859429697
          0,           0,         163,      -6.139079489,      -4.201051116,      -4.481394338,      -4.019169871,      -9.863795819
          0,           0,         164,      -6.154587941,      -4.202559328,      -4.482761322,      -4.027648861,      -9.868253349
          0,           0,         165,      -6.165496094,      -4.204143496,      -4.484182478,      -4.034961316,       -9.87280716
          0,           0,         166,      -6.173162591,      -4.205812766,      -4.485597733,      -4.042313701,      -9.877453493
          0,           0,         167,      -6.178581472,      -4.207576121,      -4.486975607,      -4.050356698,      -9.882184251
          0,           0,         168,      -6.182037185,      -4.209438625,      -4.488312999,      -4.059052547,      -9.886996341
          0,           0,         169,      -6.183170595,      -4.211397252,      -4.489627372,      -4.067734688,      -9.891880599
          0,           0,         170,      -6.181351986,      -4.213437473,      -4.490944591,      -4.075329731,      -9.896825256
          0,           0,         171,      -6.176176328,      -4.215531657,      -4.492286394,      -4.080712639,      -9.901815941
          0,           0,         172,      -6.167844788,      -4.217639884,      -4.493661035,      -4.083110849,      -9.906840349
          0,           0,         173,      -6.157246319,      -4.219713267,      -4.495059298,      -4.082399654,      -9.911886462
          0,           0,         174,      -6.145735928,      -4.221699246,      -4.496456303,      -4.079144456,      -9.916941258
          0,           0,         175,      -6.134780136,      -4.223547853,      -4.497817946,      -4.074383188,       -9.92198061
          0,           0,         176,      -6.125657567,      -4.225217721,       -4.49910971,      -4.069288908,      -9.926991692
          0,           0,         177,      -6.119298437,      -4.226680617,      -4.500305126,      -4.064877703,      -9.931962396
          0,           0,         178,      -6.116247527,      -4.227923648,      -4.501391575,       -4.06184542,      -9.936880797
          0,           0,         179,      -6.116699572,      -4.228948854,      -4.502372055,      -4.060529687,      -9.941731906
          0,           0,         180,      -6.120565027,      -4.229770492,      -4.503262842,      -4.060956535,      -9.946489096
          0,           0,         181,       -6.12754446,      -4.230410834,      -4.504088115,      -4.062932437,      -9.951153062
          0,           0,         182,      -6.137204093,      -4.230895528,      -4.504873354,      -4.066154366,      -9.955714525
          0,           0,         183,      -6.149049913,      -4.231249518,      -4.505639415,      -4.070317297,      -9.960166058
          0,           0,         184,      -6.162595466,      -4.231494239,      -4.506398745,      -4.075199898,       -9.96448963
          0,           0,         185,      -6.177413209,      -4.231646401,      -4.507154394,      -4.080711187,      -9.968680425
          0,           0,         186,      -6.193155996,      -4.231718219,      -4.507901661,      -4.086888767,      -9.972730279
          0,           0,         187,      -6.209537945,      -4.231718651,      -4.508631508,      -4.093852097,      -9.976642731
          0,           0,         188,      -6.226273569,      -4.231655043,      -4.509334541,      -4.101726139,      -9.980398526
          0,           0,         189,      -6.242987989,      -4.231534579,      -4.510004349,      -4.110556181,      -9.984006953
          0,           0,         190,       -6.25912573,      -4.231365093,      -4.510639343,      -4.120233478,       -9.98747687
          0,           0,         191,      -6.273898364,      -4.231155044,      -4.511242788,      -4.130447507,      -9.990803783
          0,           0,         192,      -6.286317681,      -4.230912716,      -4.511821257,      -4.140677996,      -9.993988137
          0,           0,         193,      -6.295348657,      -4.230644921,      -4.512382184,      -4.150237866,      -9.997026415
          0,           0,         194,      -6.300168638,      -4.230355587,      -4.512931365,      -4.158371878,      -9.999899237
          0,           0,         195,       -6.30044248,      -4.230044608,      -4.513471181,      -4.164399346,      -10.00261347
          0,           0,         196,      -6.296475637,      -4.229707282,      -4.514000015,      -4.167864877,       -10.0051763
          0,           0,         197,      -6.289155954,      -4.229334446,       -4.51451297,      -4.168644094,      -10.00758505
          0,           0,         198,      -6.279719795,      -4.228913326,      -4.515003577,      -4.166961368,        -10.009848
          0,           0,         199,      -6.269468803,      -4.228428895,      -4.515465965,        -4.1633151,      -10.01196914
          0,           0,         200,       -6.25955191,      -4.227865503,      -4.515896838,      -4.158347646,      -10.01394918
          0,           0,         201,      -6.250854817,      -4.227208482,      -4.516296706,      -4.152712704,      -10.01578496
          0,           0,         202,      -6.243979283,      -4.226445481,      -4.516670058,      -4.146978726,       -10.0174667
          0,           0,         203,      -6.239274254,      -4.225567368,      -4.517024454,      -4.141580649,      -10.01898496
          0,           0,         204,      -6.236886789,      -4.224568641,      -4.517368782,      -4.136812398,      -10.02036529
          0,           0,         205,      -6.236813735,      -4.223447415,      -4.517711151,      -4.132844719,      -10.02159095
          0,           0,         206,      -6.238945272,      -4.222205093,      -4.518056923,      -4.129753658,      -10.02269001
          0,           0,         207,      -6.243097263,      -4.220845871,      -4.518407313,      -4.127549112,       -10.0236695
          0,           0,         208,      -6.249031915,      -4.219376226,      -4.518758848,       -4.12619738,      -10.02452573
          0,           0,         209,      -6.256467515,      -4.217804471,      -4.519103727,      -4.125635279,      -10.02525669
          0,           0,         210,      -6.265079002,       -4.21614041,      -4.519430949,      -4.125776131,      -10.02586788
          0,           0,         211,      -6.274492483,      -4.214395059,      -4.519727893,      -4.126509829,      -10.02634576
          0,           0,         212,      -6.284278682,      -4.212580402,      -4.519982005,      -4.127700303,      -10.02670907
          0,           0,         213,       -6.29395219,      -4.210709084,      -4.520182233,      -4.129184039,       -10.0269417
          0,           0,         214,      -6.302984506,      -4.208794013,      -4.520319976,      -4.130772871,      -10.02707827
          0,           0,         215,      -6.310837501,      -4.206847847,      -4.520389431,      -4.132263078,       -10.0271223
          0,           0,         216,      -6.317018733,      -4.204882393,      -4.520387389,      -4.133451067,      -10.02708241
          0,           0,         217,      -6.321150819,       -4.20290799,       -4.52031263,      -4.134153787,       -10.0269537
          0,           0,         218,      -6.323037132,      -4.200932937,      -4.520165166,      -4.134230069,      -10.02672127
          0,           0,         219,      -6.322701652,      -4.198963074,      -4.519945528,      -4.133598044,      -10.02636427
          0,           0,         220,      -6.320386958,      -4.197001567,      -4.519654298,      -4.132244206,       -10.0258869
          0,           0,         221,      -6.316509635,       -4.19504894,      -4.519291949,      -4.130221701,      -10.02531696
          0,           0,         222,      -6.311588003,      -4.193103358,       -4.51885899,      -4.127638299,      -10.02465737
          0,           0,         223,      -6.306164253,       -4.19116111,      -4.518356319,      -4.124637219,      -10.02391373
          0,           0,         224,      -6.300739552,      -4.189217255,      -4.517785637,      -4.121375361,       -10.0230851
          0,           0,         225,      -6.295731413,       -4.18726632,      -4.517149779,      -4.118003417,       -10.0221746
          0,           0,         226,      -6.291453716,      -4.185302992,      -4.516452843,      -4.114651016,      -10.02115259
          0,           0,         227,      -6.288114606,      -4.183322722,      -4.515700066,      -4.111418321,      -10.02002284
          0,           0,         228,      -6.285826075,      -4.181322193,      -4.514897444,      -4.108373914,      -10.01879916
          0,           0,         229,      -6.284619807,      -4.179299625,      -4.514051185,      -4.105557722,      -10.01748866
          0,           0,         230,      -6.284465256,      -4.177254916,      -4.513167096,      -4.102987136,      -10.01610055
          0,           0,         231,      -6.285287261,      -4.175189639,       -4.51225003,      -4.100664306,      -10.01464598
          0,           0,         232,      -6.286981504,      -4.173106908,      -4.511303493,      -4.098582875,      -10.01312178
          0,           0,         233,      -6.289426806,      -4.171011179,      -4.510329483,      -4.096733003,      -10.01152523
          0,           0,         234,      -6.292493871,      -4.168907984,      -4.509328554,      -4.095104161,      -10.00982971
          0,           0,         235,      -6.296050522,      -4.166803655,      -4.508300107,      -4.093685775,      -10.00805783
          0,           0,         236,       -6.29996401,      -4.164705038,      -4.507242822,      -4.092466166,      -10.00620825
          0,           0,         237,      -6.304101365,      -4.162619219,       -4.50615515,      -4.091430545,      -10.00430073
          0,           0,         238,      -6.308329143,      -4.160553255,      -4.505035784,      -4.090558934,      -10.00234132
          0,           0,         239,      -6.312513952,      -4.158513928,      -4.503884034,      -4.089824771,      -10.00034805
          0,           0,         240,      -6.316524941,      -4.156507511,      -4.502700055,      -4.089194783,      -9.998312468
          0,           0,         241,      -6.320238833,      -4.154539564,      -4.501484921,      -4.088630295,      -9.996188336
          0,           0,         242,       -6.32354729,      -4.152614763,      -4.500240555,       -4.08808987,      -9.994005953
          0,           0,         243,      -6.326365526,       -4.15073677,      -4.498969556,      -4.087532808,       -9.99178715
          0,           0,         244,      -6.328640437,       -4.14890815,      -4.497674961,       -4.08692288,      -9.989531256
          0,           0,         245,      -6.330356291,      -4.147130357,      -4.496359996,      -4.086231611,      -9.987226185
          0,           0,         246,      -6.331536404,      -4.145403775,      -4.495027852,      -4.085440544,      -9.984907894
          0,           0,         247,      -6.332240051,      -4.143727813,      -4.493681503,      -4.084542134,      -9.982581557
          0,           0,         248,       -6.33255499,      -4.142101056,       -4.49232359,      -4.083539203,      -9.980230003
          0,           0,         249,      -6.332586916,      -4.140521455,      -4.490956346,      -4.082443208,      -9.977819759
          0,           0,         250,      -6.332447693,      -4.138986532,       -4.48958157,      -4.081271719,      -9.975389583
          0,           0,         251,      -6.332244276,      -4.137493597,      -4.488200632,      -4.080045657,      -9.972952091
          0,           0,         252,      -6.332069781,      -4.136039954,      -4.486814485,      -4.078786749,      -9.970506842
          0,           0,         253,       -6.33199756,      -4.134623084,      -4.485423697,      -4.077515577,      -9.968055674
          0,           0,         254,      -6.332078486,      -4.133240792,      -4.484028484,      -4.076250384,      -9.965613833
          0,           0,         255,      -6.332341134,      -4.131891327,      -4.482628756,      -4.075006638,      -9.963176884
          0,           0,         256,      -6.332794207,      -4.130573451,      -4.481224186,      -4.073797195,      -9.960713902
          0,           0,         257,      -6.333430416,      -4.129286476,      -4.479814292,       -4.07263283,      -9.958242124
          0,           0,         258,      -6.334230998,      -4.128030268,      -4.478398542,      -4.071522884,      -9.955786761
          0,           0,         259,      -6.335170194,      -4.126805213,      -4.476976479,      -4.070475801,      -9.953349688
          0,           0,         260,      -6.336219159,      -4.125612165,      -4.475547851,      -4.069499433,      -9.950923315
          0,           0,         261,      -6.337349019,      -4.124452374,      -4.474112743,       -4.06860105,      -9.948520163
          0,           0,         262,      -6.338532949,      -4.123327393,      -4.472671681,        -4.0677871,      -9.946140866
          0,           0,         263,      -6.339747404,      -4.122238984,      -4.471225716,      -4.067062807,       -9.94376134
          0,           0,         264,      -6.340972644,      -4.121189013,      -4.469776457,      -4.066431731,      -9.941384875
          0,           0,         265,      -6.342192811,      -4.120179345,      -4.468326074,      -4.065895398,      -9.939024855
          0,           0,         266,      -6.343395763,      -4.119211751,      -4.466877237,      -4.065453079,      -9.936690226
          0,           0,         267,      -6.344572775,      -4.118287821,      -4.465433041,      -4.065101758,      -9.934384503
          0,           0,         268,      -6.345718191,      -4.117408889,      -4.463996887,      -4.064836282,      -9.932107155
          0,           0,         269,      -6.346828978,      -4.116575985,      -4.462572356,      -4.064649635,      -9.929868094
          0,           0,         270,      -6.347904143,        -4.1157898,      -4.461163079,      -4.064533306,      -9.927639629
          0,           0,         271,      -6.348943966,      -4.115050676,      -4.459772613,      -4.064477672,      -9.925422045
          0,           0,         272,      -6.349949044,      -4.114358621,      -4.458404339,      -4.064472354,       -9.92322135
          0,           0,         273,      -6.350919237,      -4.113713338,      -4.457061368,      -4.064506545,      -9.921049423
          0,           0,         274,        -6.3518526,      -4.113114268,      -4.455746486,      -4.064569296,      -9.918910643
          0,           0,         275,       -6.35274452,      -4.112560653,      -4.454462101,      -4.064649791,      -9.916803472
          0,           0,         276,      -6.353587168,      -4.112051595,      -4.453210232,      -4.064737633,      -9.914731223
          0,           0,         277,       -6.35436944,      -4.111586119,      -4.451992496,      -4.064823171,      -9.912679265
          0,           0,         278,      -6.355077421,      -4.111163235,      -4.450810128,      -4.064897858,       -9.91063634
          0,           0,         279,      -6.355695342,       -4.11078199,      -4.449664005,      -4.064954642,      -9.908612452
          0,           0,         280,      -6.356206918,      -4.110441514,      -4.448554681,      -4.064988333,       -9.90662147
          0,           0,         281,      -6.356596888,       -4.11014105,      -4.447482446,      -4.064995914,      -9.904662372
